CaseID,Opened,Closed,Updated,Status,Status Notes,Responsible Agency,Category,Request Type,Request Details,Address,Street,Supervisor District,Neighborhood,Police District,Latitude,Longitude,Point,Source,Media URL,BOS_2012,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,DELETE - Supervisor Districts,DELETE - Fire Prevention Districts,DELETE - Current Police Districts,DELETE - Zip Codes,DELETE - Police Districts,DELETE - Neighborhoods,DELETE - Neighborhoods_from_fyvs_ahh9,DELETE - 2017 Fix It Zones,DELETE - SF Find Neighborhoods,Civic Center Harm Reduction Project Boundary,DELETE - Current Supervisor Districts,Fix It Zones as of 2017-11-06 ,Invest In Neighborhoods (IIN) Areas,DELETE - HSOC Zones,Fix It Zones as of 2018-02-07,"CBD, BID and GBD Boundaries as of 2017",Central Market/Tenderloin Boundary,"Areas of Vulnerability, 2016",Central Market/Tenderloin Boundary Polygon - Updated,HSOC Zones as of 2018-06-05,OWED Public Spaces,Parks Alliance CPSI (27+TL sites),Neighborhoods
17531162,11/09/2023 01:43:41 PM,11/09/2023 02:00:54 PM,11/09/2023 02:00:54 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1315 MCALLISTER ST, SAN FRANCISCO, CA, 94115",MCALLISTER ST,5,Alamo Square,NORTHERN,37.778354004109,-122.433580864592,"(37.778354, -122.43358086)",Mobile/Open311,,5,23,4,11,39,11,15,8,29492,5,41,41,,23,,11,,,,,,,1,,,,,23
17531158,11/09/2023 01:42:43 PM,11/13/2023 03:39:00 PM,11/13/2023 03:39:00 PM,Closed,Insufficient Information Provided,Planning - G,Noise Report,delivery_service_business,Noise Report - delivery_service_business,"1435 SAN BRUNO AVE, SAN FRANCISCO, CA, 94110",SAN BRUNO AVE,10,Potrero Hill,MISSION,37.750627347996,-122.404026277363,"(37.75062735, -122.40402628)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17531157,11/09/2023 01:42:00 PM,,11/20/2023 08:30:11 AM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Not_Offensive,"2765 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.75280070029,-122.418420100699,"(37.7528007, -122.4184201)",Mobile/Open311,,9,53,3,2,20,7,2,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
17531156,11/09/2023 01:42:00 PM,11/17/2023 08:02:50 AM,11/17/2023 08:02:50 AM,Closed,Case Resolved - case is resolved,DPT Meter_Bike Queue,Graffiti,Graffiti on Bike_rack,Bike_rack - Not_Offensive,"222 FILLMORE ST, SAN FRANCISCO, CA, 94117",FILLMORE ST,5,Lower Haight,NORTHERN,37.771537901906,-122.430299855769,"(37.7715379, -122.43029986)",Mobile/Open311,,5,26,4,11,9,11,7,6,29492,9,10,10,,26,,11,,,,,,,1,,,,,26
17531150,11/09/2023 01:41:00 PM,11/09/2023 01:54:31 PM,11/09/2023 01:54:31 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Furniture,Intersection of MOSCOW ST and RUSSIA AVE,MOSCOW ST,11,Excelsior,INGLESIDE,37.71811109,-122.4300427,"(37.71811109, -122.4300427)",Mobile/Open311,http://mobile311.sfgov.org/reports/17531150/photos,11,90,9,1,7,6,9,4,28861,7,5,5,,90,,1,,,,,,,2,,,,,90
17531148,11/09/2023 01:40:00 PM,11/17/2023 10:26:35 AM,11/17/2023 10:26:35 AM,Closed,Case Resolved - Inspector responded. Hair salon Business was closed,Entertainment Commission - G,Noise Report,entertainment,Noise Report - entertainment,"930 IRVING ST, SAN FRANCISCO, CA, 94122",IRVING ST,7,Inner Sunset,TARAVAL,37.76410620783,-122.468011946064,"(37.76410621, -122.46801195)",Mobile/Open311,,5,109,10,11,14,11,11,5,56,8,12,12,2,109,,11,2,,,2,,,1,,,,,109
17531147,11/09/2023 01:40:00 PM,,11/09/2023 01:50:08 PM,Open,accepted,DPW Ops Queue,Tree Maintenance,Trees - Damaging_Property,Lifted_sidewalk_tree_roots,"422 MISSOURI ST, SAN FRANCISCO, CA, 94107",MISSOURI ST,10,Potrero Hill,BAYVIEW,0,0,"(0.0, 0.0)",Phone,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531143,11/09/2023 01:39:00 PM,11/09/2023 03:55:00 PM,11/09/2023 03:55:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1900 JUDAH ST, SAN FRANCISCO, CA, 94122",JUDAH ST,4,Outer Sunset,TARAVAL,37.761549991112,-122.482419705979,"(37.76154999, -122.48241971)",Mobile/Open311,,4,39,10,7,35,3,1,5,56,8,35,35,,39,,7,,,,,,,1,,,,,39
17531142,11/09/2023 01:39:00 PM,11/26/2023 10:51:15 AM,11/26/2023 10:51:15 AM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Not_Offensive,"2701 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.753653852304,-122.4185654429,"(37.75365385, -122.41856544)",Mobile/Open311,,9,53,3,2,20,7,2,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
17531137,11/09/2023 01:38:00 PM,,11/09/2023 02:00:28 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Sidewalk_structure,Sidewalk_structure - Not_Offensive,"3600 MARKET ST, SAN FRANCISCO, CA, 94131",MARKET ST,8,Clarendon Heights,MISSION,0,0,"(0.0, 0.0)",Phone,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531134,11/09/2023 01:38:00 PM,11/09/2023 03:55:00 PM,11/09/2023 03:55:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of 25TH AVE and JUDAH ST,25TH AVE,4,Outer Sunset,TARAVAL,37.761439742515,-122.483459635776,"(37.76143974, -122.48345964)",Mobile/Open311,,4,39,10,7,35,3,1,5,56,8,35,35,,39,,7,,,,,,,1,,,,,39
17531131,11/09/2023 01:37:00 PM,11/09/2023 10:16:36 PM,11/09/2023 10:16:36 PM,Closed,Case is a Duplicate - Request is a duplicate and has been previously reported as 17504079,DPW Ops Queue,Graffiti,Graffiti on Building_residential,Building_residential - Offensive,"1196 FULTON ST, SAN FRANCISCO, CA, 94117",FULTON ST,5,Alamo Square,NORTHERN,37.777204147607,-122.43640075417,"(37.77720415, -122.43640075)",Mobile/Open311,,5,23,4,11,39,11,15,8,29492,5,41,41,,23,,11,,,,,,,1,,,,,23
17531130,11/09/2023 01:37:19 PM,,11/09/2023 01:38:30 PM,Open,open,SF311 AI Routing Queue,Graffiti,Graffiti on Other_enter_additional_details_below,Other_enter_additional_details_below - Not_Offensive,"501 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,5,Lower Haight,NORTHERN,37.772069976948,-122.430705642595,"(37.77206998, -122.43070564)",Mobile/Open311,,5,26,4,11,9,11,15,6,29492,9,10,10,,26,,11,,,,,,,1,,,,,26
17531125,11/09/2023 01:36:00 PM,11/15/2023 12:00:00 AM,11/15/2023 12:00:00 AM,Closed,Case Resolved - 11/15/23: No condition found.GS  -,DPW BSM Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,"2248 FRANCISCO ST, SAN FRANCISCO, CA, 94123",FRANCISCO ST,2,Marina,NORTHERN,0,0,"(0.0, 0.0)",Phone,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531124,11/09/2023 01:36:00 PM,,11/09/2023 02:00:37 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Offensive,"2689 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.75409791771,-122.418556474149,"(37.75409792, -122.41855647)",Mobile/Open311,,9,53,3,2,20,7,2,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
17531123,11/09/2023 01:36:00 PM,,11/09/2023 02:00:17 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Offensive,"1435 SAN BRUNO AVE, SAN FRANCISCO, CA, 94110",SAN BRUNO AVE,10,Potrero Hill,MISSION,37.750652002021,-122.404085956514,"(37.750652, -122.40408596)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17531122,11/09/2023 01:36:00 PM,,11/09/2023 02:00:39 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Sidewalk_in_front_of_property,Sidewalk_in_front_of_property - Offensive,"1435 SAN BRUNO AVE, SAN FRANCISCO, CA, 94110",SAN BRUNO AVE,10,Potrero Hill,MISSION,37.750655978476,-122.404082268476,"(37.75065598, -122.40408227)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17531121,11/09/2023 01:36:00 PM,11/14/2023 09:50:00 PM,11/14/2023 09:50:00 PM,Closed,Case Resolved,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"1443 SAN BRUNO AVE, SAN FRANCISCO, CA, 94110 (Virtual)",SAN BRUNO AVE,10,Potrero Hill,MISSION,37.750332029248,-122.403960898519,"(37.75033203, -122.4039609)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17531118,11/09/2023 01:35:00 PM,11/09/2023 05:11:00 PM,11/09/2023 05:11:00 PM,Closed,Case is a Duplicate - has been reported to caltrans. not city property,311 Service Request Queue,Street Defects,other,other,"1449 SAN BRUNO AVE, SAN FRANCISCO, CA, 94110 (Virtual)",SAN BRUNO AVE,10,Potrero Hill,MISSION,37.750212204788,-122.404016554356,"(37.7502122, -122.40401655)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17531116,11/09/2023 01:35:00 PM,,11/09/2023 02:00:26 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Offensive,"2687 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.754124691256,-122.418517246842,"(37.75412469, -122.41851725)",Mobile/Open311,,9,53,3,2,20,7,2,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
17531115,11/09/2023 01:35:00 PM,,12/04/2023 02:02:10 PM,Open,,RPD TMA Queue,General Request - RPD,customer_callback,rpd_other - customer_callback,Intersection of KENSINGTON WAY and ULLOA ST,KENSINGTON WAY,7,Laguna Honda,TARAVAL,0,0,"(0.0, 0.0)",Phone,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531114,11/09/2023 01:35:00 PM,11/13/2023 10:34:00 AM,11/13/2023 10:34:00 AM,Closed,Case Resolved - Ownership change for this property was updated in 2021.,Rent Board - G,General Request - RENT BOARD,request_for_service,rent_board - request_for_service,"479 MOSCOW ST, SAN FRANCISCO, CA, 94112",MOSCOW ST,11,Excelsior,INGLESIDE,0,0,"(0.0, 0.0)",Phone,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531113,11/09/2023 01:34:56 PM,,11/09/2023 01:35:34 PM,Open,open,SF311 AI Routing Queue,Damaged Property,Damaged Other,Other,"1449 SAN BRUNO AVE, SAN FRANCISCO, CA, 94110 (Virtual)",SAN BRUNO AVE,10,Potrero Hill,MISSION,37.750223338927,-122.404004149139,"(37.75022334, -122.40400415)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17531112,11/09/2023 01:34:00 PM,11/14/2023 08:48:42 AM,11/14/2023 08:48:42 AM,Closed,Case Resolved - checked GPS the street was swept at the appropriate time and speed on both 11/2 and 11/9,DPW Ops Queue,Street and Sidewalk Cleaning,Missed_Route_Mechanical_Sweeping,Missed_Route_Mechanical_Sweeping,"71 SOUTH HILL BLVD, SAN FRANCISCO, CA, 94112",SOUTH HILL BLVD,11,Crocker Amazon,INGLESIDE,0,0,"(0.0, 0.0)",Phone,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531111,11/09/2023 01:34:38 PM,11/09/2023 01:35:17 PM,11/09/2023 01:35:17 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"601 BEACH ST, SAN FRANCISCO, CA, 94133",BEACH ST,3,Fisherman's Wharf,CENTRAL,37.806784441792,-122.419096894538,"(37.80678444, -122.41909689)",Mobile/Open311,,2,99,6,6,32,1,5,1,28858,1,32,32,,99,,6,,,,,2,,1,,,,,99
17531109,11/09/2023 01:34:00 PM,11/09/2023 03:01:00 PM,11/09/2023 03:01:00 PM,Closed,"Case Transferred - DPH Environmental Health
Consumer Protection, Food Safety Program
415-252-3800",DPH - Environmental Health - G,General Request - DPH,complaint,environmental_health - complaint,"3355 GEARY BLVD, SAN FRANCISCO, CA, 94118",GEARY BLVD,2,Lone Mountain,RICHMOND,0,0,"(0.0, 0.0)",Phone,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531108,11/09/2023 01:34:00 PM,11/10/2023 05:51:48 AM,11/10/2023 05:51:48 AM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"2202 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.761749802396,-122.41933913524,"(37.7617498, -122.41933914)",Mobile/Open311,,9,53,3,2,20,7,2,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
17531106,11/09/2023 01:33:00 PM,11/09/2023 01:53:48 PM,11/09/2023 01:53:48 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,Intersection of VERMONT ST and 23RD ST,VERMONT ST,10,Potrero Hill,MISSION,37.754469565465,-122.40355823189,"(37.75446957, -122.40355823)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,2,,,,,54
17531104,11/09/2023 01:33:44 PM,12/09/2023 11:00:57 PM,12/09/2023 11:00:57 PM,Closed,Transferred - Your request falls under the responsibility of The United States Postal Service (USPS) and we have submitted the request to them.,US Postal Service Maintenance Queue,Graffiti,Graffiti on Mail_box,Mail_box - Not_Offensive,"2205 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.761708444551,-122.419267254726,"(37.76170844, -122.41926725)",Mobile/Open311,,9,53,3,2,20,7,2,7,28859,4,19,19,13,53,,2,15,,3,15,,,2,,3,,,53
17531103,11/09/2023 01:33:00 PM,,11/16/2023 11:15:44 AM,Open,open,DPW BSSR Queue,Street Defects,Pavement_Defect,Pavement_Defect,"62 JORDAN AVE, SAN FRANCISCO, CA, 94118",JORDAN AVE,2,Laurel Heights / Jordan Park,RICHMOND,0,0,"(0.0, 0.0)",Phone,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531102,11/09/2023 01:33:00 PM,11/14/2023 01:31:39 PM,11/14/2023 01:31:39 PM,Closed,Case Resolved,RPD Park Service Area 6 Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,"1436 SAN BRUNO AVE, SAN FRANCISCO, CA, 94110 (Virtual)",SAN BRUNO AVE,10,Potrero Hill,MISSION,37.750743990624,-122.404281757772,"(37.75074399, -122.40428176)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17531101,11/09/2023 01:33:25 PM,11/09/2023 01:35:10 PM,11/09/2023 01:35:10 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"1201 FUNSTON AVE, SAN FRANCISCO, CA, 94122",FUNSTON AVE,7,Inner Sunset,TARAVAL,37.765572583727,-122.470844653757,"(37.76557258, -122.47084465)",Mobile/Open311,,5,109,10,11,14,11,11,5,56,8,12,12,,109,,11,,,,,,,1,,,,,109
17531100,11/09/2023 01:33:00 PM,11/09/2023 02:03:58 PM,11/09/2023 02:03:58 PM,Closed,Case Resolved - Does not belong to DPW,DPW Ops Queue,311 External Request,Damaged_Property,Damaged_Property,Intersection of ELM ST and PIERCE ST,ELM ST,5,Western Addition,NORTHERN,0,0,"(0.0, 0.0)",Phone,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531098,11/09/2023 01:33:00 PM,11/09/2023 03:37:15 PM,11/09/2023 03:37:15 PM,Closed,"Case Resolved - painted 
SES Graffiti Crew  - Paint - Structure - Freeway Ramp",DPW Ops Queue,Graffiti,Graffiti on Sidewalk_in_front_of_property,Sidewalk_in_front_of_property - Offensive,Intersection of HWY 101 NORTHBOUND and HWY 101 N OFF RAMP,HWY 101 NORTHBOUND,10,Potrero Hill,BAYVIEW,37.762103306273,-122.405606098473,"(37.76210331, -122.4056061)",Mobile/Open311,,10,54,2,9,26,8,8,3,28856,3,29,29,,54,,9,,,,,15,,1,,,,,54
17531097,11/09/2023 01:33:09 PM,12/01/2023 03:00:46 AM,12/01/2023 03:00:46 AM,Closed,Case Resolved - EAM Case 15237 update,DPT SignShop Queue,Sign Repair,Sign - Defaced,Other_Parking_Type - Defaced; support - OK,"1432 SAN BRUNO AVE, SAN FRANCISCO, CA, 94110 (Virtual)",SAN BRUNO AVE,10,Potrero Hill,MISSION,37.750829351703,-122.404259964824,"(37.75082935, -122.40425996)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17531094,11/09/2023 01:33:00 PM,12/08/2023 01:07:17 PM,12/08/2023 01:07:17 PM,Closed,Case Resolved,DPW Ops Queue,General Request - PUBLIC WORKS,request_for_service,bsm - request_for_service,Intersection of LOMBARD ST and TAYLOR ST,LOMBARD ST,3,Russian Hill,CENTRAL,0,0,"(0.0, 0.0)",Phone,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531093,11/09/2023 01:32:00 PM,,11/09/2023 01:46:22 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Not_Offensive,"2650 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.754616513883,-122.418716149519,"(37.75461651, -122.41871615)",Mobile/Open311,,9,53,3,2,20,7,2,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
17531089,11/09/2023 01:32:00 PM,,11/09/2023 01:46:20 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Offensive,"2659 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.754505881872,-122.418608441949,"(37.75450588, -122.41860844)",Mobile/Open311,,9,53,3,2,20,7,2,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
17531088,11/09/2023 01:32:00 PM,11/09/2023 05:09:00 PM,11/09/2023 05:09:00 PM,Closed,Case Transferred - SlowStreets <SlowStreets@sfmta.com>,SFMTA - Livable Streets Queue,General Request - MTA,customer_callback,livable_streets - customer_callback,Not associated with a specific address,,,,,0,0,"(0.0, 0.0)",Phone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531085,11/09/2023 01:31:47 PM,11/09/2023 02:00:49 PM,11/09/2023 02:00:49 PM,Closed,Case Resolved,Recology_Overflowing,Street and Sidewalk Cleaning,City_garbage_can_overflowing,City_garbage_can_overflowing,"2300 FILLMORE ST, SAN FRANCISCO, CA, 94115",FILLMORE ST,2,Pacific Heights,NORTHERN,37.790851824772,-122.434158974403,"(37.79085182, -122.43415897)",Mobile/Open311,,2,102,4,6,30,1,13,6,29490,9,27,27,,102,,6,,,,,,,1,,,,,102
17531083,11/09/2023 01:31:00 PM,11/09/2023 01:45:58 PM,11/09/2023 01:45:58 PM,Closed,Case Resolved,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Boxed or Bagged Items,"1329 MASONIC AVE, SAN FRANCISCO, CA, 94117",MASONIC AVE,5,Haight Ashbury,PARK,37.7685762,-122.445266,"(37.7685762, -122.445266)",Mobile/Open311,,5,25,7,11,3,11,15,8,29492,5,9,9,,25,,11,,,,,,,1,,,,,25
17531081,11/09/2023 01:31:20 PM,11/09/2023 01:42:53 PM,11/09/2023 01:42:53 PM,Closed,Case Resolved - Homeless encampment,Recology_Abandoned,Street and Sidewalk Cleaning,Bulky Items,Refrigerator,Intersection of CARROLL AVE and INGALLS ST,CARROLL AVE,10,Bret Harte,BAYVIEW,0,0,"(0.0, 0.0)",Integrated Agency,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531080,11/09/2023 01:31:00 PM,11/22/2023 09:30:55 AM,11/22/2023 09:30:55 AM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Street,Street - Offensive,"1271 POTRERO AVE, SAN FRANCISCO, CA, 94110",POTRERO AVE,10,Potrero Hill,MISSION,37.752104719332,-122.405976913869,"(37.75210472, -122.40597691)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17531078,11/09/2023 01:30:00 PM,11/22/2023 09:29:55 AM,11/22/2023 09:29:55 AM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Building_residential,Building_residential - Offensive,"1273 POTRERO AVE, SAN FRANCISCO, CA, 94110",POTRERO AVE,10,Potrero Hill,MISSION,37.752057267885,-122.4060158059,"(37.75205727, -122.40601581)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17531074,11/09/2023 01:30:00 PM,11/09/2023 10:16:16 PM,11/09/2023 10:16:16 PM,Closed,Case is a Duplicate - Request is a duplicate and has been previously reported as 17520727,DPW Ops Queue,Street and Sidewalk Cleaning,General Cleaning,Other Loose Garbage,Intersection of JUDAH ST and 19TH AVE,JUDAH ST,4,Outer Sunset,TARAVAL,37.76174254713,-122.47689729634,"(37.76174255, -122.4768973)",Mobile/Open311,,4,109,10,7,14,3,1,5,56,8,12,12,,109,,7,,,,,,,1,,,,,109
17531071,11/09/2023 01:29:00 PM,,11/09/2023 01:46:24 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Street,Street - Offensive,"1183 POTRERO AVE, SAN FRANCISCO, CA, 94110",POTRERO AVE,10,Potrero Hill,MISSION,37.753264486857,-122.406128793955,"(37.75326449, -122.40612879)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17531069,11/09/2023 01:29:00 PM,11/11/2023 01:25:32 PM,11/11/2023 01:25:32 PM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Signal_box,Signal_box - Not_Offensive,"601 HAIGHT ST, SAN FRANCISCO, CA, 94117",HAIGHT ST,5,Lower Haight,NORTHERN,37.771834196087,-122.432103641331,"(37.7718342, -122.43210364)",Mobile/Open311,,5,26,4,11,3,11,15,6,29492,9,9,9,,26,,11,,,,,,,1,,,,,26
17531067,11/09/2023 01:29:00 PM,11/22/2023 09:55:11 AM,11/22/2023 09:55:11 AM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Building_residential,Building_residential - Offensive,"1149 POTRERO AVE, SAN FRANCISCO, CA, 94110",POTRERO AVE,10,Potrero Hill,MISSION,37.75360830473,-122.406178750098,"(37.7536083, -122.40617875)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17531065,11/09/2023 01:29:00 PM,,11/09/2023 01:50:06 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Offensive,"2631 MISSION ST, SAN FRANCISCO, CA, 94110",MISSION ST,9,Mission,MISSION,37.755002115948,-122.418693602085,"(37.75500212, -122.4186936)",Mobile/Open311,,9,53,3,2,20,7,2,7,28859,4,19,19,,53,,2,,,3,,,,2,,3,,,53
17531062,11/09/2023 01:28:00 PM,11/22/2023 08:53:02 AM,11/22/2023 08:53:02 AM,Closed,Case Resolved,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Offensive,"1189 POTRERO AVE, SAN FRANCISCO, CA, 94110",POTRERO AVE,10,Potrero Hill,MISSION,37.753171971212,-122.40607816726,"(37.75317197, -122.40607817)",Mobile/Open311,,10,54,3,9,20,8,10,7,28859,4,19,19,23,54,,9,10,,,10,,,1,,,,,54
17531058,11/09/2023 01:28:00 PM,,11/09/2023 01:46:09 PM,Open,accepted,DPW Ops Queue,Graffiti,Graffiti on Building_commercial,Building_commercial - Not_Offensive,"2040 CHESTNUT ST, SAN FRANCISCO, CA, 94123",CHESTNUT ST,2,Marina,NORTHERN,37.800837896648,-122.437144231121,"(37.8008379, -122.43714423)",Mobile/Open311,,2,17,4,6,13,1,13,6,57,9,17,17,19,17,,6,21,,,21,,,1,,,,,17
17531056,11/09/2023 01:28:00 PM,11/13/2023 10:43:00 AM,11/13/2023 10:43:00 AM,Closed,Case is a Duplicate,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"706 COLUMBUS AVE, SAN FRANCISCO, CA, 94133",COLUMBUS AVE,3,North Beach,CENTRAL,0,0,"(0.0, 0.0)",Phone,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,
17531054,11/09/2023 01:27:25 PM,11/10/2023 07:46:49 AM,11/10/2023 07:46:49 AM,Closed,Case Resolved - Inspector visiting Chevron this weekend to observe speakers and educate on required permitting,Entertainment Commission - G,Noise Report,entertainment,Noise Report - entertainment,"1525 VAN NESS AVE, SAN FRANCISCO, CA, 94109",VAN NESS AVE,2,Pacific Heights,NORTHERN,37.7896053,-122.4225918,"(37.7896053, -122.4225918)",Web,,2,102,4,6,39,1,13,6,28858,9,41,41,,102,,6,,,,,,,1,,,,,102
17531052,11/09/2023 01:26:00 PM,11/09/2023 10:16:18 PM,11/09/2023 10:16:18 PM,Closed,Case is a Duplicate - Request is a duplicate and has been previously reported as 17515345,DPW Ops Queue,Graffiti,Graffiti on Street,Street - Offensive,"2351 23RD ST, SAN FRANCISCO, CA, 94107",23RD ST,10,Potrero Hill,MISSION,37.754579044797,-122.403102591634,"(37.75457904, -122.40310259)",Mobile/Open311,,10,54,3,9,26,8,10,7,28856,4,29,29,,54,,9,,,,,,,2,,,,,54
17531051,11/10/2023 02:01:00 PM,11/13/2023 10:44:00 AM,11/13/2023 10:44:00 AM,Closed,Case is a Duplicate,DPW Ops Queue,Street and Sidewalk Cleaning,Human or Animal Waste,Human or Animal Waste,"460 LARKIN ST, SAN FRANCISCO, CA, 94102",LARKIN ST,5,Tenderloin,TENDERLOIN,37.782125948989,-122.4173845898,"(37.78212595, -122.41738459)",Mobile/Open311,,6,21,5,10,36,9,7,6,28852,9,36,36,17,21,1,10,18,,1,18,,1,2,1,1,,,21
17531050,11/09/2023 01:26:00 PM,11/09/2023 01:58:35 PM,11/09/2023 01:58:35 PM,Closed,"Case Resolved - Maximo Service Request has been resolved Memo:CSD-SR-WO \ DUPLICATE
Add'l Notes:
CSD-SR-WO \ DUPLICATE",PUC Sewer Ops,Sewer Issues,Flooding,On_street,"1430 30TH AVE, SAN FRANCISCO, CA, 94122",30TH AVE,4,Outer Sunset,TARAVAL,37.760570974868,-122.488662965048,"(37.76057097, -122.48866297)",Mobile/Open311,,4,39,10,7,35,3,1,5,56,8,35,35,,39,,7,,,,,,,1,,,,,39
